customer_id,first_name,last_name,email,city,country,registration_date,customer_segment
1468,Julia,Schroeder,julia.schroeder1468@example.com,Duisburg,Germany,2025-07-04,Standard
1469,Lena,Richter,lena.richter1469@example.com,Leipzig,Germany,2024-08-09,Premium
1470,Lea,Weber,lea.weber1470@example.com,Bremen,Germany,2023-12-10,Premium
1471,Sophie,Klein,sophie.klein1471@example.com,Nuremberg,Germany,2025-04-08,Standard
1472,Lena,Schneider,lena.schneider1472@example.com,Stuttgart,Germany,2023-11-28,Premium
1473,Leon,Koch,leon.koch1473@example.com,Bremen,Germany,2024-10-10,Premium
1474,Lukas,Schulz,lukas.schulz1474@example.com,Frankfurt,Germany,2025-03-20,Standard
1475,Marie,Bauer,marie.bauer1475@example.com,Leipzig,Germany,2025-12-02,Standard
1476,Jonas,Meyer,jonas.meyer1476@example.com,Nuremberg,Germany,2024-01-12,Premium
1477,Anna,Weber,anna.weber1477@example.com,Bremen,Germany,2024-04-25,Premium
1478,Hannah,Schneider,hannah.schneider1478@example.com,Munich,Germany,2024-03-07,Premium
1479,Laura,Fischer,laura.fischer1479@example.com,Hamburg,Germany,2023-07-15,Premium
1480,Tim,Schwarz,tim.schwarz1480@example.com,Berlin,Germany,2023-04-21,Standard
1481,Clara,Richter,clara.richter1481@example.com,Hanover,Germany,2025-12-09,Premium
1482,Lena,Fischer,lena.fischer1482@example.com,Essen,Germany,2024-06-21,Standard
1483,Mia,Schneider,mia.schneider1483@example.com,Frankfurt,Germany,2025-03-09,Standard
1484,Leon,Becker,leon.becker1484@example.com,Leipzig,Germany,2024-08-04,Standard
1485,Lea,Weber,lea.weber1485@example.com,Dortmund,Germany,2023-09-26,Standard
1486,Ben,Mueller,ben.mueller1486@example.com,Bremen,Germany,2023-03-13,Standard
1487,Felix,Koch,felix.koch1487@example.com,Leipzig,Germany,2025-09-02,Standard
1488,Finn,Schulz,finn.schulz1488@example.com,Munich,Germany,2025-06-30,Premium
1489,Nina,Schwarz,nina.schwarz1489@example.com,Essen,Germany,2023-12-29,Standard
1490,Niklas,Wolf,niklas.wolf1490@example.com,Dortmund,Germany,2025-06-09,Standard
1491,Lea,Schwarz,lea.schwarz1491@example.com,Duisburg,Germany,2024-09-26,Standard
1492,Felix,Schroeder,felix.schroeder1492@example.com,Hanover,Germany,2024-04-10,Standard
1493,Lena,Wolf,lena.wolf1493@example.com,Stuttgart,Germany,2024-09-22,Standard
1494,Jonas,Schulz,jonas.schulz1494@example.com,Frankfurt,Germany,2023-11-15,Standard
1495,Anna,Mueller,anna.mueller1495@example.com,Nuremberg,Germany,2025-12-07,Standard
1496,Clara,Weber,clara.weber1496@example.com,Frankfurt,Germany,2024-12-05,Premium
1497,Tim,Schwarz,tim.schwarz1497@example.com,Dresden,Germany,2023-01-18,Standard
1498,Tim,Schroeder,tim.schroeder1498@example.com,Berlin,Germany,2024-09-05,Standard
1499,Clara,Klein,clara.klein1499@example.com,Essen,Germany,2024-08-22,Standard
1500,Leon,Mueller,leon.mueller1500@example.com,Cologne,Germany,2025-02-04,Premium
1501,Jonas,Schwarz,jonas.schwarz1501@example.com,Duesseldorf,Germany,2025-06-14,Standard
1502,Leon,Meyer,leon.meyer1502@example.com,Nuremberg,Germany,2025-03-09,Standard
1503,Laura,Becker,laura.becker1503@example.com,Hamburg,Germany,2024-06-22,Standard
1504,Jonas,Becker,jonas.becker1504@example.com,Hanover,Germany,2025-11-24,Standard
1505,Niklas,Schulz,niklas.schulz1505@example.com,Bremen,Germany,2024-08-06,Standard
1506,Tom,Schwarz,tom.schwarz1506@example.com,Duesseldorf,Germany,2024-07-04,Standard
1507,Emma,Schneider,emma.schneider1507@example.com,Munich,Germany,2024-01-09,Standard
1508,Lukas,Fischer,lukas.fischer1508@example.com,Essen,Germany,2025-07-21,Standard
1509,Marie,Schulz,marie.schulz1509@example.com,Cologne,Germany,2025-10-04,Standard
1510,Sophie,Mueller,sophie.mueller1510@example.com,Berlin,Germany,2023-11-08,Premium
1511,Finn,Mueller,finn.mueller1511@example.com,Hamburg,Germany,2024-01-16,Premium
1512,Lukas,Schulz,lukas.schulz1512@example.com,Dresden,Germany,2023-09-14,Premium
1513,Marie,Mueller,marie.mueller1513@example.com,Hamburg,Germany,2024-04-21,Business
1514,Mia,Mueller,mia.mueller1514@example.com,Cologne,Germany,2025-10-07,Standard
1515,Sophie,Klein,sophie.klein1515@example.com,Hanover,Germany,2024-09-30,Standard
1516,Tim,Bauer,tim.bauer1516@example.com,Dresden,Germany,2025-08-07,Standard
1517,Max,Koch,max.koch1517@example.com,Nuremberg,Germany,2023-06-14,Standard
1518,Clara,Weber,clara.weber1518@example.com,Frankfurt,Germany,2023-04-25,Premium
1519,Clara,Richter,clara.richter1519@example.com,Dortmund,Germany,2023-05-27,Standard
1520,Tim,Meyer,tim.meyer1520@example.com,Duisburg,Germany,2024-01-29,Business
1521,Hannah,Richter,hannah.richter1521@example.com,Hamburg,Germany,2023-01-26,Standard
1522,Clara,Becker,clara.becker1522@example.com,Hanover,Germany,2025-02-27,Business
1523,Marie,Becker,marie.becker1523@example.com,Cologne,Germany,2023-03-10,Standard
1524,Marie,Fischer,marie.fischer1524@example.com,Bremen,Germany,2025-12-03,Standard
1525,Emma,Schroeder,emma.schroeder1525@example.com,Bremen,Germany,2025-03-07,Standard
1526,Lukas,Koch,lukas.koch1526@example.com,Bremen,Germany,2023-11-21,Standard
1527,Tom,Schmidt,tom.schmidt1527@example.com,Hamburg,Germany,2025-12-02,Standard
1528,Hannah,Schroeder,hannah.schroeder1528@example.com,Cologne,Germany,2024-09-03,Standard
1529,Felix,Schmidt,felix.schmidt1529@example.com,Hamburg,Germany,2024-03-22,Premium
1530,Leon,Klein,leon.klein1530@example.com,Berlin,Germany,2024-10-26,Standard
1531,Ben,Schulz,ben.schulz1531@example.com,Duesseldorf,Germany,2023-09-03,Standard
1532,Leon,Mueller,leon.mueller1532@example.com,Essen,Germany,2023-03-28,Standard
1533,Nina,Schroeder,nina.schroeder1533@example.com,Stuttgart,Germany,2023-11-14,Premium
1534,Clara,Schneider,clara.schneider1534@example.com,Munich,Germany,2024-05-24,Standard
1535,Tim,Schneider,tim.schneider1535@example.com,Duisburg,Germany,2024-11-24,Standard
1536,Clara,Schmidt,clara.schmidt1536@example.com,Stuttgart,Germany,2023-05-03,Standard
1537,Lea,Weber,lea.weber1537@example.com,Munich,Germany,2023-08-08,Standard
1538,Tim,Becker,tim.becker1538@example.com,Dortmund,Germany,2024-10-10,Premium
1539,Lea,Bauer,lea.bauer1539@example.com,Dresden,Germany,2025-06-17,Standard
1540,Emma,Mueller,emma.mueller1540@example.com,Stuttgart,Germany,2025-02-12,Standard
1541,Tom,Weber,tom.weber1541@example.com,Duisburg,Germany,2024-05-28,Premium
1542,Max,Schroeder,max.schroeder1542@example.com,Dortmund,Germany,2025-06-15,Standard
1543,Lukas,Schwarz,lukas.schwarz1543@example.com,Cologne,Germany,2025-09-30,Standard
1544,Sarah,Meyer,sarah.meyer1544@example.com,Stuttgart,Germany,2024-12-13,Standard
1545,Tom,Wolf,tom.wolf1545@example.com,Nuremberg,Germany,2024-07-17,Business
1546,Niklas,Schwarz,niklas.schwarz1546@example.com,Hamburg,Germany,2023-11-25,Standard
1547,Julia,Weber,julia.weber1547@example.com,Frankfurt,Germany,2025-07-09,Premium
1548,Hannah,Schwarz,hannah.schwarz1548@example.com,Leipzig,Germany,2025-01-21,Standard
1549,Anna,Neumann,anna.neumann1549@example.com,Dresden,Germany,2025-02-15,Standard
1550,Ben,Mueller,ben.mueller1550@example.com,Hanover,Germany,2025-01-15,Standard
1551,Niklas,Becker,niklas.becker1551@example.com,Dresden,Germany,2024-10-18,Business
1552,Lena,Schwarz,lena.schwarz1552@example.com,Cologne,Germany,2025-03-04,Standard
1553,Julia,Schroeder,julia.schroeder1553@example.com,Essen,Germany,2023-11-12,Premium
1554,Lukas,Koch,lukas.koch1554@example.com,Bremen,Germany,2025-04-19,Premium
1555,Sophie,Fischer,sophie.fischer1555@example.com,Dortmund,Germany,2023-07-17,Standard
1556,David,Schneider,david.schneider1556@example.com,Nuremberg,Germany,2023-03-31,Standard
1557,Mia,Meyer,mia.meyer1557@example.com,Cologne,Germany,2023-03-06,Standard
1558,Paul,Schroeder,paul.schroeder1558@example.com,Hamburg,Germany,2024-01-28,Standard
1559,Max,Zimmermann,max.zimmermann1559@example.com,Bremen,Germany,2025-03-06,Premium
1560,Tim,Neumann,tim.neumann1560@example.com,Berlin,Germany,2024-06-08,Business
1561,Felix,Becker,felix.becker1561@example.com,Berlin,Germany,2023-05-26,Standard
1562,Emma,Schroeder,emma.schroeder1562@example.com,Leipzig,Germany,2023-06-13,Standard
1563,Lea,Schmidt,lea.schmidt1563@example.com,Dortmund,Germany,2025-01-09,Premium
1564,Tom,Klein,tom.klein1564@example.com,Hanover,Germany,2025-01-25,Standard
1565,Nina,Schmidt,nina.schmidt1565@example.com,Dortmund,Germany,2024-06-28,Premium
1566,Max,Schneider,max.schneider1566@example.com,Hamburg,Germany,2024-09-14,Standard
1567,Emma,Neumann,emma.neumann1567@example.com,Hamburg,Germany,2023-07-18,Premium
1568,Tom,Becker,tom.becker1568@example.com,Duesseldorf,Germany,2025-12-24,Standard
1569,Emma,Wagner,emma.wagner1569@example.com,Bremen,Germany,2025-12-13,Standard
1570,Leon,Zimmermann,leon.zimmermann1570@example.com,Dortmund,Germany,2024-01-02,Standard
1571,Tom,Schwarz,tom.schwarz1571@example.com,Dresden,Germany,2025-04-30,Standard
1572,Paul,Zimmermann,paul.zimmermann1572@example.com,Bremen,Germany,2025-01-03,Standard
1573,Marie,Klein,marie.klein1573@example.com,Munich,Germany,2023-08-02,Premium
1574,Ben,Schwarz,ben.schwarz1574@example.com,Dortmund,Germany,2025-04-02,Premium
1575,Sophie,Meyer,sophie.meyer1575@example.com,Essen,Germany,2025-12-29,Standard
1576,Marie,Bauer,marie.bauer1576@example.com,Dortmund,Germany,2024-10-07,Standard
1577,Sophie,Bauer,sophie.bauer1577@example.com,Hanover,Germany,2025-04-24,Standard
1578,Lea,Klein,lea.klein1578@example.com,Essen,Germany,2024-10-24,Standard
1579,Leon,Zimmermann,leon.zimmermann1579@example.com,Duesseldorf,Germany,2024-03-14,Standard
1580,Clara,Schwarz,clara.schwarz1580@example.com,Stuttgart,Germany,2024-06-04,Standard
1581,Marie,Wolf,marie.wolf1581@example.com,Berlin,Germany,2025-03-24,Standard
1582,Tom,Schmidt,tom.schmidt1582@example.com,Essen,Germany,2024-08-05,Standard
1583,Anna,Neumann,anna.neumann1583@example.com,Duisburg,Germany,2023-10-04,Standard
1584,Lukas,Mueller,lukas.mueller1584@example.com,Cologne,Germany,2024-09-07,Standard
1585,Emma,Koch,emma.koch1585@example.com,Hanover,Germany,2023-02-14,Business
1586,Nina,Schulz,nina.schulz1586@example.com,Dortmund,Germany,2025-11-13,Standard
1587,Sarah,Zimmermann,sarah.zimmermann1587@example.com,Hamburg,Germany,2023-11-13,Premium
1588,Max,Wolf,max.wolf1588@example.com,Munich,Germany,2024-12-29,Standard
1589,Mia,Schulz,mia.schulz1589@example.com,Duisburg,Germany,2025-01-21,Standard
1590,Sarah,Becker,sarah.becker1590@example.com,Frankfurt,Germany,2024-04-22,Premium
1591,Lukas,Schneider,lukas.schneider1591@example.com,Essen,Germany,2025-03-29,Premium
1592,Emma,Schneider,emma.schneider1592@example.com,Hanover,Germany,2024-10-26,Business
1593,Tim,Meyer,tim.meyer1593@example.com,Nuremberg,Germany,2025-09-26,Standard
1594,Nina,Zimmermann,nina.zimmermann1594@example.com,Essen,Germany,2023-07-15,Standard
1595,Lea,Hoffmann,lea.hoffmann1595@example.com,Dresden,Germany,2023-03-18,Premium
1596,Sarah,Richter,sarah.richter1596@example.com,Hanover,Germany,2023-06-10,Standard
1597,Max,Koch,max.koch1597@example.com,Duisburg,Germany,2024-12-13,Standard
1598,Jonas,Klein,jonas.klein1598@example.com,Nuremberg,Germany,2023-09-04,Standard
1599,Clara,Becker,clara.becker1599@example.com,Bremen,Germany,2023-01-24,Standard
1600,Clara,Richter,clara.richter1600@example.com,Frankfurt,Germany,2023-04-21,Premium
1601,Julia,Schmidt,julia.schmidt1601@example.com,Dortmund,Germany,2024-10-15,Standard
1602,Sarah,Weber,sarah.weber1602@example.com,Dortmund,Germany,2024-10-31,Standard
1603,Nina,Becker,nina.becker1603@example.com,Berlin,Germany,2023-11-10,Standard
1604,David,Richter,david.richter1604@example.com,Hanover,Germany,2025-07-01,Standard
1605,Niklas,Zimmermann,niklas.zimmermann1605@example.com,Hamburg,Germany,2025-10-30,Standard
1606,Leon,Klein,leon.klein1606@example.com,Hanover,Germany,2024-08-16,Standard
1607,Laura,Weber,laura.weber1607@example.com,Stuttgart,Germany,2023-09-28,Standard
1608,Lena,Schroeder,lena.schroeder1608@example.com,Dortmund,Germany,2023-04-11,Premium
1609,Laura,Schulz,laura.schulz1609@example.com,Duesseldorf,Germany,2023-06-24,Standard
1610,Julia,Klein,julia.klein1610@example.com,Hanover,Germany,2023-09-25,Standard
1611,Mia,Schroeder,mia.schroeder1611@example.com,Leipzig,Germany,2024-02-10,Premium
1612,Laura,Zimmermann,laura.zimmermann1612@example.com,Dortmund,Germany,2024-02-06,Premium
1613,Niklas,Neumann,niklas.neumann1613@example.com,Cologne,Germany,2024-05-19,Standard
1614,Lena,Schulz,lena.schulz1614@example.com,Stuttgart,Germany,2025-05-30,Standard
1615,David,Zimmermann,david.zimmermann1615@example.com,Hamburg,Germany,2023-07-03,Standard
1616,David,Klein,david.klein1616@example.com,Stuttgart,Germany,2025-05-17,Premium
1617,Felix,Wagner,felix.wagner1617@example.com,Stuttgart,Germany,2024-10-18,Business
1618,Niklas,Mueller,niklas.mueller1618@example.com,Munich,Germany,2024-09-16,Premium
1619,Felix,Braun,felix.braun1619@example.com,Essen,Germany,2025-06-24,Standard
1620,Mia,Wolf,mia.wolf1620@example.com,Duisburg,Germany,2023-04-02,Premium
1621,Leon,Wagner,leon.wagner1621@example.com,Munich,Germany,2025-02-04,Standard
1622,Clara,Schneider,clara.schneider1622@example.com,Dresden,Germany,2023-08-19,Standard
1623,Max,Becker,max.becker1623@example.com,Nuremberg,Germany,2023-10-30,Standard
1624,Lukas,Mueller,lukas.mueller1624@example.com,Dresden,Germany,2024-12-04,Business
1625,Paul,Hoffmann,paul.hoffmann1625@example.com,Leipzig,Germany,2025-07-10,Standard
1626,Anna,Koch,anna.koch1626@example.com,Dresden,Germany,2024-03-04,Premium
1627,Finn,Wagner,finn.wagner1627@example.com,Dortmund,Germany,2024-02-22,Standard
1628,Julia,Schulz,julia.schulz1628@example.com,Essen,Germany,2025-09-16,Standard
1629,Tom,Weber,tom.weber1629@example.com,Duesseldorf,Germany,2023-02-07,Standard
1630,Sarah,Neumann,sarah.neumann1630@example.com,Frankfurt,Germany,2023-03-31,Standard
1631,Ben,Schmidt,ben.schmidt1631@example.com,Cologne,Germany,2024-08-04,Premium
1632,Nina,Braun,nina.braun1632@example.com,Berlin,Germany,2024-07-09,Standard
1633,Marie,Mueller,marie.mueller1633@example.com,Duesseldorf,Germany,2023-05-17,Premium
1634,David,Schulz,david.schulz1634@example.com,Nuremberg,Germany,2025-01-07,Premium
1635,Paul,Mueller,paul.mueller1635@example.com,Nuremberg,Germany,2024-08-22,Business
1636,Lea,Richter,lea.richter1636@example.com,Duesseldorf,Germany,2024-04-18,Standard
1637,Julia,Fischer,julia.fischer1637@example.com,Leipzig,Germany,2024-10-08,Standard
1638,Niklas,Schwarz,niklas.schwarz1638@example.com,Munich,Germany,2023-06-30,Standard
1639,Emma,Neumann,emma.neumann1639@example.com,Dortmund,Germany,2025-07-26,Business
1640,Nina,Mueller,nina.mueller1640@example.com,Cologne,Germany,2023-03-23,Business
1641,Julia,Hoffmann,julia.hoffmann1641@example.com,Leipzig,Germany,2024-11-14,Standard
1642,Laura,Meyer,laura.meyer1642@example.com,Stuttgart,Germany,2023-02-07,Premium
1643,David,Bauer,david.bauer1643@example.com,Bremen,Germany,2024-12-28,Standard
1644,Lukas,Becker,lukas.becker1644@example.com,Frankfurt,Germany,2025-10-23,Standard
1645,Max,Schulz,max.schulz1645@example.com,Duisburg,Germany,2025-03-03,Standard
1646,Anna,Schwarz,anna.schwarz1646@example.com,Cologne,Germany,2024-07-27,Premium
1647,Mia,Koch,mia.koch1647@example.com,Bremen,Germany,2025-03-15,Standard
1648,Mia,Schneider,mia.schneider1648@example.com,Dortmund,Germany,2025-02-21,Premium
1649,David,Braun,david.braun1649@example.com,Duesseldorf,Germany,2024-04-10,Premium
1650,Leon,Zimmermann,leon.zimmermann1650@example.com,Duesseldorf,Germany,2023-11-09,Premium
1651,Lukas,Braun,lukas.braun1651@example.com,Leipzig,Germany,2024-11-05,Standard
1652,Finn,Weber,finn.weber1652@example.com,Bremen,Germany,2024-02-28,Standard
1653,Mia,Zimmermann,mia.zimmermann1653@example.com,Nuremberg,Germany,2024-02-19,Standard
1654,Mia,Hoffmann,mia.hoffmann1654@example.com,Duisburg,Germany,2025-12-08,Standard
1655,Mia,Klein,mia.klein1655@example.com,Bremen,Germany,2023-10-25,Standard
1656,Sarah,Meyer,sarah.meyer1656@example.com,Hamburg,Germany,2024-10-12,Business
1657,Finn,Schwarz,finn.schwarz1657@example.com,Munich,Germany,2023-08-31,Standard
1658,Sophie,Weber,sophie.weber1658@example.com,Hanover,Germany,2023-03-02,Standard
1659,Sophie,Klein,sophie.klein1659@example.com,Frankfurt,Germany,2025-04-22,Standard
1660,Marie,Schulz,marie.schulz1660@example.com,Hanover,Germany,2023-11-08,Standard
1661,Emma,Fischer,emma.fischer1661@example.com,Munich,Germany,2023-09-27,Standard
1662,Anna,Braun,anna.braun1662@example.com,Essen,Germany,2024-06-30,Standard
1663,Sarah,Braun,sarah.braun1663@example.com,Essen,Germany,2024-04-17,Business
1664,Leon,Becker,leon.becker1664@example.com,Stuttgart,Germany,2023-02-23,Standard
1665,Lena,Schroeder,lena.schroeder1665@example.com,Dortmund,Germany,2023-10-02,Business
1666,Niklas,Schroeder,niklas.schroeder1666@example.com,Munich,Germany,2025-02-04,Premium
1667,Laura,Schroeder,laura.schroeder1667@example.com,Munich,Germany,2025-08-28,Standard
1668,Ben,Wagner,ben.wagner1668@example.com,Berlin,Germany,2024-04-08,Business
1669,Jonas,Mueller,jonas.mueller1669@example.com,Duesseldorf,Germany,2024-07-06,Standard
1670,Leon,Wagner,leon.wagner1670@example.com,Hamburg,Germany,2024-02-23,Premium
1671,Ben,Wolf,ben.wolf1671@example.com,Dresden,Germany,2025-09-30,Standard
1672,Sophie,Wolf,sophie.wolf1672@example.com,Duesseldorf,Germany,2024-05-20,Premium
1673,Laura,Schmidt,laura.schmidt1673@example.com,Dresden,Germany,2025-02-18,Premium
1674,Sophie,Richter,sophie.richter1674@example.com,Bremen,Germany,2025-12-11,Premium
1675,Nina,Schmidt,nina.schmidt1675@example.com,Hamburg,Germany,2025-12-02,Premium
1676,Marie,Wolf,marie.wolf1676@example.com,Duisburg,Germany,2023-03-28,Standard
1677,Leon,Neumann,leon.neumann1677@example.com,Dresden,Germany,2025-03-21,Standard
1678,Max,Schwarz,max.schwarz1678@example.com,Dortmund,Germany,2025-03-04,Standard
1679,Clara,Schmidt,clara.schmidt1679@example.com,Frankfurt,Germany,2024-01-24,Standard
1680,Marie,Richter,marie.richter1680@example.com,Hanover,Germany,2024-09-15,Premium
1681,Lukas,Wolf,lukas.wolf1681@example.com,Duesseldorf,Germany,2023-12-07,Standard
1682,Lukas,Braun,lukas.braun1682@example.com,Dresden,Germany,2023-04-22,Business
1683,Julia,Weber,julia.weber1683@example.com,Nuremberg,Germany,2025-08-07,Standard
1684,Lea,Wolf,lea.wolf1684@example.com,Dresden,Germany,2023-07-05,Premium
1685,Julia,Fischer,julia.fischer1685@example.com,Hanover,Germany,2024-01-04,Standard
1686,Sarah,Schwarz,sarah.schwarz1686@example.com,Duesseldorf,Germany,2023-10-05,Premium
1687,Jonas,Koch,jonas.koch1687@example.com,Berlin,Germany,2025-07-12,Business
1688,Ben,Wolf,ben.wolf1688@example.com,Duisburg,Germany,2024-02-18,Standard
1689,Marie,Schneider,marie.schneider1689@example.com,Stuttgart,Germany,2024-05-27,Standard
1690,Nina,Meyer,nina.meyer1690@example.com,Hamburg,Germany,2023-09-11,Premium
1691,Paul,Wolf,paul.wolf1691@example.com,Hamburg,Germany,2025-01-13,Standard
1692,Julia,Richter,julia.richter1692@example.com,Essen,Germany,2025-11-13,Standard
1693,Ben,Richter,ben.richter1693@example.com,Berlin,Germany,2025-02-18,Standard
1694,Clara,Meyer,clara.meyer1694@example.com,Essen,Germany,2024-11-17,Standard
1695,David,Weber,david.weber1695@example.com,Nuremberg,Germany,2023-11-29,Standard
1696,Mia,Meyer,mia.meyer1696@example.com,Duesseldorf,Germany,2023-04-16,Standard
1697,Lukas,Hoffmann,lukas.hoffmann1697@example.com,Frankfurt,Germany,2025-07-02,Standard
1698,Lea,Meyer,lea.meyer1698@example.com,Duisburg,Germany,2023-08-29,Standard
1699,Mia,Wagner,mia.wagner1699@example.com,Essen,Germany,2023-01-08,Business
1700,Clara,Schulz,clara.schulz1700@example.com,Leipzig,Germany,2023-01-26,Standard
1701,Tim,Schroeder,tim.schroeder1701@example.com,Essen,Germany,2023-01-12,Business
1702,Tim,Becker,tim.becker1702@example.com,Essen,Germany,2024-03-20,Standard
1703,David,Schroeder,david.schroeder1703@example.com,Duesseldorf,Germany,2025-07-18,Standard
1704,Marie,Schneider,marie.schneider1704@example.com,Cologne,Germany,2023-01-14,Standard
1705,Finn,Schulz,finn.schulz1705@example.com,Berlin,Germany,2024-03-01,Standard
1706,Ben,Weber,ben.weber1706@example.com,Bremen,Germany,2023-04-23,Standard
1707,Felix,Schmidt,felix.schmidt1707@example.com,Nuremberg,Germany,2023-10-25,Standard
1708,Max,Zimmermann,max.zimmermann1708@example.com,Stuttgart,Germany,2024-09-03,Standard
1709,Lena,Schmidt,lena.schmidt1709@example.com,Duesseldorf,Germany,2023-08-12,Standard
1710,Ben,Meyer,ben.meyer1710@example.com,Essen,Germany,2024-08-05,Premium
1711,David,Braun,david.braun1711@example.com,Leipzig,Germany,2023-12-30,Standard
1712,Tom,Zimmermann,tom.zimmermann1712@example.com,Duisburg,Germany,2025-01-07,Standard
1713,Max,Schneider,max.schneider1713@example.com,Stuttgart,Germany,2024-09-04,Premium
1714,Felix,Richter,felix.richter1714@example.com,Hanover,Germany,2023-05-19,Standard
1715,Jonas,Schwarz,jonas.schwarz1715@example.com,Frankfurt,Germany,2023-05-13,Standard
1716,Tim,Weber,tim.weber1716@example.com,Dresden,Germany,2023-09-07,Business
1717,Hannah,Koch,hannah.koch1717@example.com,Duesseldorf,Germany,2025-12-15,Standard
1718,Julia,Wagner,julia.wagner1718@example.com,Essen,Germany,2024-03-04,Premium
1719,Max,Fischer,max.fischer1719@example.com,Hamburg,Germany,2025-12-19,Business
1720,Tim,Braun,tim.braun1720@example.com,Duesseldorf,Germany,2024-08-11,Standard
1721,Niklas,Koch,niklas.koch1721@example.com,Dortmund,Germany,2024-06-15,Standard
1722,Sarah,Braun,sarah.braun1722@example.com,Duisburg,Germany,2024-12-25,Standard
1723,Mia,Braun,mia.braun1723@example.com,Dortmund,Germany,2025-10-13,Standard
1724,Tom,Schroeder,tom.schroeder1724@example.com,Hanover,Germany,2025-10-05,Standard
1725,Ben,Braun,ben.braun1725@example.com,Dresden,Germany,2024-04-21,Premium
1726,Lukas,Wagner,lukas.wagner1726@example.com,Hamburg,Germany,2023-01-04,Standard
1727,Anna,Wolf,anna.wolf1727@example.com,Dresden,Germany,2023-08-30,Standard
1728,Emma,Braun,emma.braun1728@example.com,Duesseldorf,Germany,2025-04-29,Business
1729,Max,Koch,max.koch1729@example.com,Dortmund,Germany,2024-12-17,Premium
1730,Lea,Wagner,lea.wagner1730@example.com,Bremen,Germany,2023-01-24,Standard
1731,Emma,Hoffmann,emma.hoffmann1731@example.com,Hanover,Germany,2024-06-05,Standard
1732,Lena,Hoffmann,lena.hoffmann1732@example.com,Dortmund,Germany,2024-09-06,Standard
1733,Finn,Koch,finn.koch1733@example.com,Hamburg,Germany,2023-01-13,Standard
1734,David,Koch,david.koch1734@example.com,Duesseldorf,Germany,2024-11-30,Standard
1735,Tom,Zimmermann,tom.zimmermann1735@example.com,Nuremberg,Germany,2023-03-01,Standard
1736,Ben,Wagner,ben.wagner1736@example.com,Nuremberg,Germany,2024-11-07,Premium
1737,Sophie,Schroeder,sophie.schroeder1737@example.com,Hanover,Germany,2025-08-29,Standard
1738,Max,Weber,max.weber1738@example.com,Munich,Germany,2025-09-13,Standard
1739,Lea,Wolf,lea.wolf1739@example.com,Leipzig,Germany,2024-11-17,Standard
1740,Jonas,Schmidt,jonas.schmidt1740@example.com,Frankfurt,Germany,2025-12-03,Standard
1741,Sarah,Koch,sarah.koch1741@example.com,Cologne,Germany,2023-02-08,Premium
1742,Sarah,Koch,sarah.koch1742@example.com,Hamburg,Germany,2024-12-25,Premium
1743,Mia,Schulz,mia.schulz1743@example.com,Stuttgart,Germany,2023-03-05,Premium
1744,Laura,Schwarz,laura.schwarz1744@example.com,Essen,Germany,2023-12-06,Standard
1745,Niklas,Richter,niklas.richter1745@example.com,Essen,Germany,2024-01-19,Standard
1746,Paul,Hoffmann,paul.hoffmann1746@example.com,Dresden,Germany,2024-10-06,Standard
1747,Max,Schulz,max.schulz1747@example.com,Hamburg,Germany,2025-04-27,Standard
1748,Tim,Becker,tim.becker1748@example.com,Leipzig,Germany,2025-01-31,Standard
1749,Lukas,Wagner,lukas.wagner1749@example.com,Frankfurt,Germany,2025-12-11,Premium
1750,Ben,Fischer,ben.fischer1750@example.com,Hanover,Germany,2025-02-05,Standard
1751,Max,Wagner,max.wagner1751@example.com,Leipzig,Germany,2023-07-09,Standard
1752,Julia,Mueller,julia.mueller1752@example.com,Duisburg,Germany,2025-09-15,Standard
1753,Julia,Weber,julia.weber1753@example.com,Stuttgart,Germany,2024-01-25,Standard
1754,Tim,Neumann,tim.neumann1754@example.com,Hanover,Germany,2024-09-27,Standard
1755,Sophie,Weber,sophie.weber1755@example.com,Nuremberg,Germany,2023-07-21,Business
1756,Julia,Weber,julia.weber1756@example.com,Dresden,Germany,2024-02-25,Premium
1757,Max,Wolf,max.wolf1757@example.com,Dresden,Germany,2025-03-04,Business
1758,Julia,Fischer,julia.fischer1758@example.com,Frankfurt,Germany,2023-01-09,Standard
1759,Max,Braun,max.braun1759@example.com,Stuttgart,Germany,2023-06-28,Standard
1760,Marie,Schmidt,marie.schmidt1760@example.com,Dortmund,Germany,2023-07-31,Standard
1761,Clara,Hoffmann,clara.hoffmann1761@example.com,Essen,Germany,2023-02-16,Standard
1762,Clara,Hoffmann,clara.hoffmann1762@example.com,Stuttgart,Germany,2024-03-05,Premium
1763,Emma,Wagner,emma.wagner1763@example.com,Frankfurt,Germany,2024-08-09,Standard
1764,Finn,Koch,finn.koch1764@example.com,Bremen,Germany,2025-06-22,Standard
1765,Paul,Schulz,paul.schulz1765@example.com,Munich,Germany,2023-11-02,Standard
1766,Hannah,Fischer,hannah.fischer1766@example.com,Essen,Germany,2023-02-01,Standard
1767,Finn,Neumann,finn.neumann1767@example.com,Cologne,Germany,2023-07-29,Premium
1768,Finn,Bauer,finn.bauer1768@example.com,Frankfurt,Germany,2024-10-14,Standard
1769,Mia,Hoffmann,mia.hoffmann1769@example.com,Munich,Germany,2024-05-16,Standard
1770,Lena,Hoffmann,lena.hoffmann1770@example.com,Dortmund,Germany,2024-11-24,Standard
1771,Marie,Schmidt,marie.schmidt1771@example.com,Berlin,Germany,2023-09-24,Standard
